Any,Nom_Districte,Nom_Barri,Sexe,Emmigrants,Immigrants
2018,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Homes,369,634
2018,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Homes,661,1056
2018,Sarrià-Sant Gervasi,el Putxet i el Farró,Homes,467,708
2018,Gràcia,Vallcarca i els Penitents,Homes,220,332
2018,Gràcia,el Coll,Homes,108,189
2018,Gràcia,la Salut,Homes,201,356
2018,Gràcia,la Vila de Gràcia,Homes,815,1609
2018,Gràcia,el Camp d'en Grassot i Gràcia Nova,Homes,510,960
2018,Horta-Guinardó,el Baix Guinardó,Homes,418,582
2018,Horta-Guinardó,Can Baró,Homes,155,234
2018,Horta-Guinardó,el Guinardó,Homes,603,881
2018,Horta-Guinardó,la Font d'en Fargues,Homes,116,139
2018,Horta-Guinardó,el Carmel,Homes,506,720
2018,Horta-Guinardó,la Teixonera,Homes,196,248
2018,Horta-Guinardó,Sant Genís dels Agudells,Homes,137,249
2018,Horta-Guinardó,Montbau,Homes,75,124
2018,Horta-Guinardó,la Vall d'Hebron,Homes,65,108
2018,Horta-Guinardó,la Clota,Homes,7,22
2018,Horta-Guinardó,Horta,Homes,459,683
2018,Nou Barris,Vilapicina i la Torre Llobeta,Homes,366,569
2018,Nou Barris,Porta,Homes,415,876
2018,Nou Barris,el Turó de la Peira,Homes,279,408
2018,Nou Barris,Can Peguera,Homes,18,31
2018,Nou Barris,la Guineueta,Homes,186,225
2018,Nou Barris,Canyelles,Homes,69,81
2018,Nou Barris,les Roquetes,Homes,255,476
2018,Nou Barris,Verdun,Homes,242,370
2018,Nou Barris,la Prosperitat,Homes,357,590
2018,Nou Barris,la Trinitat Nova,Homes,167,299
2018,Nou Barris,Torre Baró,Homes,54,62
2018,Nou Barris,Ciutat Meridiana,Homes,248,378
2018,Nou Barris,Vallbona,Homes,20,24
2018,Sant Andreu,la Trinitat Vella,Homes,276,383
2018,Sant Andreu,Baró de Viver,Homes,42,59
2018,Sant Andreu,el Bon Pastor,Homes,258,378
2018,Sant Andreu,Sant Andreu,Homes,758,938
2018,Sant Andreu,la Sagrera,Homes,445,667
2018,Sant Andreu,el Congrés i els Indians,Homes,210,374
2018,Sant Andreu,Navas,Homes,377,492
2018,Sant Martí,el Camp de l'Arpa del Clot,Homes,677,1119
2018,Sant Martí,el Clot,Homes,418,615
2018,Sant Martí,el Parc i la Llacuna del Poblenou,Homes,262,475
2018,Sant Martí,la Vila Olímpica del Poblenou,Homes,129,198
2018,Sant Martí,el Poblenou,Homes,562,819
2018,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Homes,261,327
2018,Sant Martí,el Besòs i el Maresme,Homes,622,1285
2018,Sant Martí,Provençals del Poblenou,Homes,339,482
2018,Sant Martí,Sant Martí de Provençals,Homes,412,533
2018,Sant Martí,la Verneda i la Pau,Homes,424,549
2018,Ciutat Vella,el Raval,Dones,1027,2346
2018,Ciutat Vella,el Barri Gòtic,Dones,469,1405
2018,Ciutat Vella,la Barceloneta,Dones,333,764
2018,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Dones,520,1352
2018,Eixample,el Fort Pienc,Dones,656,1215
2018,Eixample,la Sagrada Família,Dones,1093,1999
2018,Eixample,la Dreta de l'Eixample,Dones,772,1677
2018,Eixample,l'Antiga Esquerra de l'Eixample,Dones,885,1787
2018,Eixample,la Nova Esquerra de l'Eixample,Dones,1123,2050
2018,Eixample,Sant Antoni,Dones,719,1327
2018,Sants-Montjuïc,el Poble-sec,Dones,885,1592
2018,Sants-Montjuïc,la Marina del Prat Vermell,Dones,18,28
2018,Sants-Montjuïc,la Marina de Port,Dones,576,859
2018,Sants-Montjuïc,la Font de la Guatlla,Dones,218,341
2018,Sants-Montjuïc,Hostafrancs,Dones,424,647
2018,Sants-Montjuïc,la Bordeta,Dones,371,526
2018,Sants-Montjuïc,Sants - Badal,Dones,571,817
2018,Sants-Montjuïc,Sants,Dones,1017,1531
2018,Les Corts,les Corts,Dones,791,1233
2018,Les Corts,la Maternitat i Sant Ramon,Dones,549,703
2018,Les Corts,Pedralbes,Dones,215,321
2018,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Dones,80,64
2018,Sarrià-Sant Gervasi,Sarrià,Dones,412,614
2018,Sarrià-Sant Gervasi,les Tres Torres,Dones,267,404
2018,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Dones,409,689
2018,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Dones,814,1285
2018,Sarrià-Sant Gervasi,el Putxet i el Farró,Dones,529,771
2018,Gràcia,Vallcarca i els Penitents,Dones,278,378
2018,Gràcia,el Coll,Dones,136,174
2018,Gràcia,la Salut,Dones,216,325
2018,Gràcia,la Vila de Gràcia,Dones,975,1871
2018,Gràcia,el Camp d'en Grassot i Gràcia Nova,Dones,607,1001
2018,Horta-Guinardó,el Baix Guinardó,Dones,422,686
2018,Horta-Guinardó,Can Baró,Dones,159,230
2018,Horta-Guinardó,el Guinardó,Dones,700,922
2018,Horta-Guinardó,la Font d'en Fargues,Dones,113,152
2018,Horta-Guinardó,el Carmel,Dones,587,795
2018,Horta-Guinardó,la Teixonera,Dones,209,298
2018,Horta-Guinardó,Sant Genís dels Agudells,Dones,117,222
2018,Horta-Guinardó,Montbau,Dones,89,178
2018,Horta-Guinardó,la Vall d'Hebron,Dones,65,102
2018,Horta-Guinardó,la Clota,Dones,7,12
2018,Horta-Guinardó,Horta,Dones,488,823
2018,Nou Barris,Vilapicina i la Torre Llobeta,Dones,398,631
2018,Nou Barris,Porta,Dones,477,944
2018,Nou Barris,el Turó de la Peira,Dones,317,451
2018,Nou Barris,Can Peguera,Dones,20,24
2018,Nou Barris,la Guineueta,Dones,189,254
2018,Nou Barris,Canyelles,Dones,82,89
2018,Nou Barris,les Roquetes,Dones,320,535
2018,Nou Barris,Verdun,Dones,259,349
2018,Nou Barris,la Prosperitat,Dones,448,679
2018,Nou Barris,la Trinitat Nova,Dones,147,246
2018,Nou Barris,Torre Baró,Dones,41,44
2018,Nou Barris,Ciutat Meridiana,Dones,268,387
2018,Nou Barris,Vallbona,Dones,20,39
2018,Sant Andreu,la Trinitat Vella,Dones,209,343
2018,Sant Andreu,Baró de Viver,Dones,40,54
2018,Sant Andreu,el Bon Pastor,Dones,270,400
2018,Sant Andreu,Sant Andreu,Dones,828,989
2018,Sant Andreu,la Sagrera,Dones,472,698
2018,Sant Andreu,el Congrés i els Indians,Dones,240,384
2018,Sant Andreu,Navas,Dones,362,525
2018,Sant Martí,el Camp de l'Arpa del Clot,Dones,694,1241
2018,Sant Martí,el Clot,Dones,468,731
2018,Sant Martí,el Parc i la Llacuna del Poblenou,Dones,266,493
2018,Sant Martí,la Vila Olímpica del Poblenou,Dones,129,227
2018,Sant Martí,el Poblenou,Dones,608,849
2018,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Dones,253,302
2018,Sant Martí,el Besòs i el Maresme,Dones,549,961
2018,Sant Martí,Provençals del Poblenou,Dones,375,527
2018,Sant Martí,Sant Martí de Provençals,Dones,421,551
2018,Sant Martí,la Verneda i la Pau,Dones,464,600
2019,Ciutat Vella,el Raval,Dones,893,2428
2019,Ciutat Vella,el Barri Gòtic,Dones,533,1599
2019,Ciutat Vella,la Barceloneta,Dones,346,961
2019,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Dones,527,1478
2019,Eixample,el Fort Pienc,Dones,697,1557
2019,Eixample,la Sagrada Família,Dones,1063,2106
2019,Eixample,la Dreta de l'Eixample,Dones,839,1987
2019,Eixample,l'Antiga Esquerra de l'Eixample,Dones,875,1983
2019,Eixample,la Nova Esquerra de l'Eixample,Dones,1261,2306
2019,Eixample,Sant Antoni,Dones,785,1492
2019,Sants-Montjuïc,el Poble-sec,Dones,898,1709
2019,Sants-Montjuïc,la Marina del Prat Vermell,Dones,19,28
2019,Sants-Montjuïc,la Marina de Port,Dones,612,902
2019,Sants-Montjuïc,la Font de la Guatlla,Dones,227,377
2019,Sants-Montjuïc,Hostafrancs,Dones,404,704
2019,Sants-Montjuïc,la Bordeta,Dones,418,527
2019,Sants-Montjuïc,Sants - Badal,Dones,615,982
2019,Sants-Montjuïc,Sants,Dones,1074,1929
2019,Les Corts,les Corts,Dones,770,1304
2019,Les Corts,la Maternitat i Sant Ramon,Dones,562,781
2019,Les Corts,Pedralbes,Dones,202,364
2019,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Dones,115,93
2019,Sarrià-Sant Gervasi,Sarrià,Dones,454,647
2019,Sarrià-Sant Gervasi,les Tres Torres,Dones,279,363
2019,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Dones,424,747
2019,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Dones,803,1281
2019,Sarrià-Sant Gervasi,el Putxet i el Farró,Dones,528,913
2019,Gràcia,Vallcarca i els Penitents,Dones,272,452
2019,Gràcia,el Coll,Dones,161,237
2019,Gràcia,la Salut,Dones,219,334
2019,Gràcia,la Vila de Gràcia,Dones,983,2115
2019,Gràcia,el Camp d'en Grassot i Gràcia Nova,Dones,543,1131
2019,Horta-Guinardó,el Baix Guinardó,Dones,428,727
2019,Horta-Guinardó,Can Baró,Dones,172,256
2019,Horta-Guinardó,el Guinardó,Dones,622,1045
2019,Horta-Guinardó,la Font d'en Fargues,Dones,139,172
2019,Horta-Guinardó,el Carmel,Dones,547,871
2019,Horta-Guinardó,la Teixonera,Dones,227,365
2019,Horta-Guinardó,Sant Genís dels Agudells,Dones,120,196
2019,Horta-Guinardó,Montbau,Dones,91,176
2019,Horta-Guinardó,la Vall d'Hebron,Dones,102,129
2019,Horta-Guinardó,la Clota,Dones,8,13
2019,Horta-Guinardó,Horta,Dones,480,936
2019,Nou Barris,Vilapicina i la Torre Llobeta,Dones,404,682
2019,Nou Barris,Porta,Dones,509,1156
2019,Nou Barris,el Turó de la Peira,Dones,329,576
2019,Nou Barris,Can Peguera,Dones,29,28
2019,Nou Barris,la Guineueta,Dones,236,287
2019,Nou Barris,Canyelles,Dones,75,82
2019,Nou Barris,les Roquetes,Dones,322,514
2019,Nou Barris,Verdun,Dones,216,405
2019,Nou Barris,la Prosperitat,Dones,446,754
2019,Nou Barris,la Trinitat Nova,Dones,163,251
2019,Nou Barris,Torre Baró,Dones,49,79
2019,Nou Barris,Ciutat Meridiana,Dones,243,374
2019,Nou Barris,Vallbona,Dones,31,48
2019,Sant Andreu,la Trinitat Vella,Dones,191,304
2019,Sant Andreu,Baró de Viver,Dones,48,69
2019,Sant Andreu,el Bon Pastor,Dones,277,441
2019,Sant Andreu,Sant Andreu,Dones,788,1123
2019,Sant Andreu,la Sagrera,Dones,524,776
2019,Sant Andreu,el Congrés i els Indians,Dones,211,377
2019,Sant Andreu,Navas,Dones,363,596
2019,Sant Martí,el Camp de l'Arpa del Clot,Dones,713,1324
2019,Sant Martí,el Clot,Dones,497,761
2019,Sant Martí,el Parc i la Llacuna del Poblenou,Dones,234,490
2019,Sant Martí,la Vila Olímpica del Poblenou,Dones,147,222
2019,Sant Martí,el Poblenou,Dones,580,982
2019,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Dones,222,363
2019,Sant Martí,el Besòs i el Maresme,Dones,630,1087
2019,Sant Martí,Provençals del Poblenou,Dones,344,507
2019,Sant Martí,Sant Martí de Provençals,Dones,421,637
2019,Sant Martí,la Verneda i la Pau,Dones,479,646
2019,Ciutat Vella,el Raval,Homes,1333,3536
2019,Ciutat Vella,el Barri Gòtic,Homes,696,3126
2019,Ciutat Vella,la Barceloneta,Homes,412,976
2019,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Homes,609,1522
2019,Eixample,el Fort Pienc,Homes,666,1518
2019,Eixample,la Sagrada Família,Homes,924,1992
2019,Eixample,la Dreta de l'Eixample,Homes,790,1781
2019,Eixample,l'Antiga Esquerra de l'Eixample,Homes,901,2016
2019,Eixample,la Nova Esquerra de l'Eixample,Homes,1133,2041
2019,Eixample,Sant Antoni,Homes,802,1477
2019,Sants-Montjuïc,el Poble-sec,Homes,996,1837
2019,Sants-Montjuïc,la Marina del Prat Vermell,Homes,18,31
2019,Sants-Montjuïc,la Marina de Port,Homes,554,859
2019,Sants-Montjuïc,la Font de la Guatlla,Homes,226,402
2019,Sants-Montjuïc,Hostafrancs,Homes,388,652
2019,Sants-Montjuïc,la Bordeta,Homes,441,553
2019,Sants-Montjuïc,Sants - Badal,Homes,601,1027
2019,Sants-Montjuïc,Sants,Homes,1102,2320
2019,Les Corts,les Corts,Homes,723,1293
2019,Les Corts,la Maternitat i Sant Ramon,Homes,542,805
2019,Les Corts,Pedralbes,Homes,223,361
2019,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Homes,105,80
2019,Sarrià-Sant Gervasi,Sarrià,Homes,392,616
2019,Sarrià-Sant Gervasi,les Tres Torres,Homes,249,324
2019,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Homes,390,757
2019,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Homes,662,1052
2019,Sarrià-Sant Gervasi,el Putxet i el Farró,Homes,452,827
2019,Gràcia,Vallcarca i els Penitents,Homes,223,403
2019,Gràcia,el Coll,Homes,124,220
2019,Gràcia,la Salut,Homes,226,341
2019,Gràcia,la Vila de Gràcia,Homes,831,1819
2019,Gràcia,el Camp d'en Grassot i Gràcia Nova,Homes,533,1072
2019,Horta-Guinardó,el Baix Guinardó,Homes,378,680
2019,Horta-Guinardó,Can Baró,Homes,171,258
2019,Horta-Guinardó,el Guinardó,Homes,553,976
2019,Horta-Guinardó,la Font d'en Fargues,Homes,140,146
2019,Horta-Guinardó,el Carmel,Homes,510,907
2019,Horta-Guinardó,la Teixonera,Homes,191,343
2019,Horta-Guinardó,Sant Genís dels Agudells,Homes,138,253
2019,Horta-Guinardó,Montbau,Homes,97,159
2019,Horta-Guinardó,la Vall d'Hebron,Homes,94,100
2019,Horta-Guinardó,la Clota,Homes,7,21
2019,Horta-Guinardó,Horta,Homes,463,902
2019,Nou Barris,Vilapicina i la Torre Llobeta,Homes,375,679
2019,Nou Barris,Porta,Homes,501,1166
2019,Nou Barris,el Turó de la Peira,Homes,274,529
2019,Nou Barris,Can Peguera,Homes,19,24
2019,Nou Barris,la Guineueta,Homes,188,252
2019,Nou Barris,Canyelles,Homes,80,94
2019,Nou Barris,les Roquetes,Homes,309,550
2019,Nou Barris,Verdun,Homes,219,369
2019,Nou Barris,la Prosperitat,Homes,395,628
2019,Nou Barris,la Trinitat Nova,Homes,163,245
2019,Nou Barris,Torre Baró,Homes,59,76
2019,Nou Barris,Ciutat Meridiana,Homes,227,400
2019,Nou Barris,Vallbona,Homes,37,34
2019,Sant Andreu,la Trinitat Vella,Homes,254,414
2019,Sant Andreu,Baró de Viver,Homes,47,79
2019,Sant Andreu,el Bon Pastor,Homes,299,578
2019,Sant Andreu,Sant Andreu,Homes,802,1117
2019,Sant Andreu,la Sagrera,Homes,459,699
2019,Sant Andreu,el Congrés i els Indians,Homes,229,387
2019,Sant Andreu,Navas,Homes,322,553
2019,Sant Martí,el Camp de l'Arpa del Clot,Homes,698,1255
2019,Sant Martí,el Clot,Homes,450,690
2019,Sant Martí,el Parc i la Llacuna del Poblenou,Homes,254,546
2019,Sant Martí,la Vila Olímpica del Poblenou,Homes,137,218
2019,Sant Martí,el Poblenou,Homes,577,972
2019,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Homes,252,351
2019,Sant Martí,el Besòs i el Maresme,Homes,749,1640
2019,Sant Martí,Provençals del Poblenou,Homes,367,583
2019,Sant Martí,Sant Martí de Provençals,Homes,379,555
2019,Sant Martí,la Verneda i la Pau,Homes,476,600
2020,Ciutat Vella,el Raval,Dones,898,1681
2020,Ciutat Vella,el Barri Gòtic,Dones,456,1033
2020,Ciutat Vella,la Barceloneta,Dones,319,654
2020,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Dones,530,991
2020,Eixample,el Fort Pienc,Dones,693,917
2020,Eixample,la Sagrada Família,Dones,979,1446
2020,Eixample,la Dreta de l'Eixample,Dones,913,1444
2020,Eixample,l'Antiga Esquerra de l'Eixample,Dones,909,1240
2020,Eixample,la Nova Esquerra de l'Eixample,Dones,1272,1405
2020,Eixample,Sant Antoni,Dones,718,885
2020,Sants-Montjuïc,el Poble-sec,Dones,811,1083
2020,Sants-Montjuïc,la Marina del Prat Vermell,Dones,13,17
2020,Sants-Montjuïc,la Marina de Port,Dones,539,507
2020,Sants-Montjuïc,la Font de la Guatlla,Dones,235,232
2020,Sants-Montjuïc,Hostafrancs,Dones,357,426
2020,Sants-Montjuïc,la Bordeta,Dones,377,352
2020,Sants-Montjuïc,Sants - Badal,Dones,550,614
2020,Sants-Montjuïc,Sants,Dones,1022,1186
2020,Les Corts,les Corts,Dones,861,815
2020,Les Corts,la Maternitat i Sant Ramon,Dones,511,512
2020,Les Corts,Pedralbes,Dones,248,251
2020,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Dones,99,64
2020,Sarrià-Sant Gervasi,Sarrià,Dones,503,443
2020,Sarrià-Sant Gervasi,les Tres Torres,Dones,331,260
2020,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Dones,494,480
2020,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Dones,908,899
2020,Sarrià-Sant Gervasi,el Putxet i el Farró,Dones,662,555
2020,Gràcia,Vallcarca i els Penitents,Dones,288,326
2020,Gràcia,el Coll,Dones,143,163
2020,Gràcia,la Salut,Dones,249,258
2020,Gràcia,la Vila de Gràcia,Dones,1068,1349
2020,Gràcia,el Camp d'en Grassot i Gràcia Nova,Dones,636,717
2020,Horta-Guinardó,el Baix Guinardó,Dones,449,493
2020,Horta-Guinardó,Can Baró,Dones,155,158
2020,Horta-Guinardó,el Guinardó,Dones,659,673
2020,Horta-Guinardó,la Font d'en Fargues,Dones,129,87
2020,Horta-Guinardó,el Carmel,Dones,550,613
2020,Horta-Guinardó,la Teixonera,Dones,203,238
2020,Horta-Guinardó,Sant Genís dels Agudells,Dones,137,121
2020,Horta-Guinardó,Montbau,Dones,75,114
2020,Horta-Guinardó,la Vall d'Hebron,Dones,74,83
2020,Horta-Guinardó,la Clota,Dones,7,11
2020,Horta-Guinardó,Horta,Dones,574,582
2020,Nou Barris,Vilapicina i la Torre Llobeta,Dones,427,413
2020,Nou Barris,Porta,Dones,510,652
2020,Nou Barris,el Turó de la Peira,Dones,292,311
2020,Nou Barris,Can Peguera,Dones,16,11
2020,Nou Barris,la Guineueta,Dones,233,177
2020,Nou Barris,Canyelles,Dones,79,50
2020,Nou Barris,les Roquetes,Dones,262,317
2020,Nou Barris,Verdun,Dones,231,264
2020,Nou Barris,la Prosperitat,Dones,442,440
2020,Nou Barris,la Trinitat Nova,Dones,153,145
2020,Nou Barris,Torre Baró,Dones,33,54
2020,Nou Barris,Ciutat Meridiana,Dones,209,254
2020,Nou Barris,Vallbona,Dones,31,18
2020,Sant Andreu,la Trinitat Vella,Dones,190,213
2020,Sant Andreu,Baró de Viver,Dones,32,34
2020,Sant Andreu,el Bon Pastor,Dones,303,363
2020,Sant Andreu,Sant Andreu,Dones,832,715
2020,Sant Andreu,la Sagrera,Dones,475,531
2020,Sant Andreu,el Congrés i els Indians,Dones,237,245
2020,Sant Andreu,Navas,Dones,351,377
2020,Sant Martí,el Camp de l'Arpa del Clot,Dones,771,871
2020,Sant Martí,el Clot,Dones,503,505
2020,Sant Martí,el Parc i la Llacuna del Poblenou,Dones,252,350
2020,Sant Martí,la Vila Olímpica del Poblenou,Dones,160,158
2020,Sant Martí,el Poblenou,Dones,616,686
2020,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Dones,237,253
2020,Sant Martí,el Besòs i el Maresme,Dones,512,716
2020,Sant Martí,Provençals del Poblenou,Dones,362,337
2020,Sant Martí,Sant Martí de Provençals,Dones,384,429
2020,Sant Martí,la Verneda i la Pau,Dones,432,443
2020,Ciutat Vella,el Raval,Homes,1262,2314
2020,Ciutat Vella,el Barri Gòtic,Homes,657,1739
2020,Ciutat Vella,la Barceloneta,Homes,389,659
2020,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Homes,624,1072
2020,Eixample,el Fort Pienc,Homes,673,959
2020,Eixample,la Sagrada Família,Homes,954,1360
2020,Eixample,la Dreta de l'Eixample,Homes,914,1434
2020,Eixample,l'Antiga Esquerra de l'Eixample,Homes,888,1362
2020,Eixample,la Nova Esquerra de l'Eixample,Homes,1112,1473
2020,Eixample,Sant Antoni,Homes,714,1004
2020,Sants-Montjuïc,el Poble-sec,Homes,885,1217
2020,Sants-Montjuïc,la Marina del Prat Vermell,Homes,23,15
2020,Sants-Montjuïc,la Marina de Port,Homes,550,533
2020,Sants-Montjuïc,la Font de la Guatlla,Homes,218,244
2020,Sants-Montjuïc,Hostafrancs,Homes,348,474
2020,Sants-Montjuïc,la Bordeta,Homes,375,410
2020,Sants-Montjuïc,Sants - Badal,Homes,547,642
2020,Sants-Montjuïc,Sants,Homes,1084,1316
2020,Les Corts,les Corts,Homes,836,776
2020,Les Corts,la Maternitat i Sant Ramon,Homes,512,524
2020,Les Corts,Pedralbes,Homes,233,259
2020,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Homes,99,70
2020,Sarrià-Sant Gervasi,Sarrià,Homes,482,386
2020,Sarrià-Sant Gervasi,les Tres Torres,Homes,348,235
2020,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Homes,466,410
2020,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Homes,802,780
2020,Sarrià-Sant Gervasi,el Putxet i el Farró,Homes,553,512
2020,Gràcia,Vallcarca i els Penitents,Homes,266,288
2020,Gràcia,el Coll,Homes,130,168
2020,Gràcia,la Salut,Homes,233,262
2020,Gràcia,la Vila de Gràcia,Homes,947,1236
2020,Gràcia,el Camp d'en Grassot i Gràcia Nova,Homes,588,697
2020,Horta-Guinardó,el Baix Guinardó,Homes,447,456
2020,Horta-Guinardó,Can Baró,Homes,148,155
2020,Horta-Guinardó,el Guinardó,Homes,602,584
2020,Horta-Guinardó,la Font d'en Fargues,Homes,116,97
2020,Horta-Guinardó,el Carmel,Homes,511,617
2020,Horta-Guinardó,la Teixonera,Homes,190,246
2020,Horta-Guinardó,Sant Genís dels Agudells,Homes,124,154
2020,Horta-Guinardó,Montbau,Homes,71,97
2020,Horta-Guinardó,la Vall d'Hebron,Homes,78,86
2020,Horta-Guinardó,la Clota,Homes,15,11
2020,Horta-Guinardó,Horta,Homes,502,541
2020,Nou Barris,Vilapicina i la Torre Llobeta,Homes,366,416
2020,Nou Barris,Porta,Homes,502,679
2020,Nou Barris,el Turó de la Peira,Homes,252,316
2020,Nou Barris,Can Peguera,Homes,26,13
2020,Nou Barris,la Guineueta,Homes,185,157
2020,Nou Barris,Canyelles,Homes,55,54
2020,Nou Barris,les Roquetes,Homes,249,348
2020,Nou Barris,Verdun,Homes,233,271
2020,Nou Barris,la Prosperitat,Homes,394,425
2020,Nou Barris,la Trinitat Nova,Homes,132,181
2020,Nou Barris,Torre Baró,Homes,37,54
2020,Nou Barris,Ciutat Meridiana,Homes,216,272
2020,Nou Barris,Vallbona,Homes,32,30
2020,Sant Andreu,la Trinitat Vella,Homes,224,267
2020,Sant Andreu,Baró de Viver,Homes,33,32
2020,Sant Andreu,el Bon Pastor,Homes,324,369
2020,Sant Andreu,Sant Andreu,Homes,843,706
2020,Sant Andreu,la Sagrera,Homes,456,510
2020,Sant Andreu,el Congrés i els Indians,Homes,202,214
2020,Sant Andreu,Navas,Homes,324,357
2020,Sant Martí,el Camp de l'Arpa del Clot,Homes,698,875
2020,Sant Martí,el Clot,Homes,479,532
2020,Sant Martí,el Parc i la Llacuna del Poblenou,Homes,270,347
2020,Sant Martí,la Vila Olímpica del Poblenou,Homes,162,177
2020,Sant Martí,el Poblenou,Homes,635,687
2020,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Homes,235,275
2020,Sant Martí,el Besòs i el Maresme,Homes,648,1045
2020,Sant Martí,Provençals del Poblenou,Homes,395,396
2020,Sant Martí,Sant Martí de Provençals,Homes,339,421
2020,Sant Martí,la Verneda i la Pau,Homes,399,398
