Any,Nom_Districte,Nom_Barri,Edat_quinquennal,Emmigrants,Immigrants
2016,Nou Barris,Vilapicina i la Torre Llobeta,50-54 anys,31,40
2016,Nou Barris,Porta,50-54 anys,40,46
2016,Nou Barris,el Turó de la Peira,50-54 anys,18,32
2016,Nou Barris,Can Peguera,50-54 anys,3,6
2016,Nou Barris,la Guineueta,50-54 anys,14,17
2016,Nou Barris,Canyelles,50-54 anys,4,7
2016,Nou Barris,les Roquetes,50-54 anys,21,25
2016,Nou Barris,Verdun,50-54 anys,13,27
2016,Nou Barris,la Prosperitat,50-54 anys,33,48
2016,Nou Barris,la Trinitat Nova,50-54 anys,15,14
2016,Nou Barris,Torre Baró,50-54 anys,3,10
2016,Nou Barris,Ciutat Meridiana,50-54 anys,17,30
2016,Nou Barris,Vallbona,50-54 anys,1,0
2016,Sant Andreu,la Trinitat Vella,50-54 anys,16,28
2016,Sant Andreu,Baró de Viver,50-54 anys,3,4
2016,Sant Andreu,el Bon Pastor,50-54 anys,23,18
2016,Sant Andreu,Sant Andreu,50-54 anys,54,72
2016,Sant Andreu,la Sagrera,50-54 anys,35,46
2016,Sant Andreu,el Congrés i els Indians,50-54 anys,17,25
2016,Sant Andreu,Navas,50-54 anys,26,40
2016,Sant Martí,el Camp de l'Arpa del Clot,50-54 anys,61,64
2016,Sant Martí,el Clot,50-54 anys,36,46
2016,Sant Martí,el Parc i la Llacuna del Poblenou,50-54 anys,31,15
2016,Sant Martí,la Vila Olímpica del Poblenou,50-54 anys,14,15
2016,Sant Martí,el Poblenou,50-54 anys,54,49
2016,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,50-54 anys,15,31
2016,Sant Martí,el Besòs i el Maresme,50-54 anys,48,69
2016,Sant Martí,Provençals del Poblenou,50-54 anys,35,40
2016,Sant Martí,Sant Martí de Provençals,50-54 anys,39,50
2016,Sant Martí,la Verneda i la Pau,50-54 anys,29,48
2016,Ciutat Vella,el Raval,55-59 anys,60,96
2016,Ciutat Vella,el Barri Gòtic,55-59 anys,27,41
2016,Ciutat Vella,la Barceloneta,55-59 anys,27,29
2016,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",55-59 anys,21,36
2016,Eixample,el Fort Pienc,55-59 anys,36,55
2016,Eixample,la Sagrada Família,55-59 anys,59,68
2016,Eixample,la Dreta de l'Eixample,55-59 anys,65,73
2016,Eixample,l'Antiga Esquerra de l'Eixample,55-59 anys,44,60
2016,Eixample,la Nova Esquerra de l'Eixample,55-59 anys,52,87
2016,Eixample,Sant Antoni,55-59 anys,60,51
2016,Sants-Montjuïc,el Poble-sec,55-59 anys,54,75
2016,Sants-Montjuïc,la Marina del Prat Vermell,55-59 anys,3,0
2016,Sants-Montjuïc,la Marina de Port,55-59 anys,39,37
2016,Sants-Montjuïc,la Font de la Guatlla,55-59 anys,13,11
2016,Sants-Montjuïc,Hostafrancs,55-59 anys,20,20
2016,Sants-Montjuïc,la Bordeta,55-59 anys,27,35
2016,Sants-Montjuïc,Sants - Badal,55-59 anys,43,29
2016,Sants-Montjuïc,Sants,55-59 anys,55,56
2016,Les Corts,les Corts,55-59 anys,53,47
2016,Les Corts,la Maternitat i Sant Ramon,55-59 anys,35,37
2016,Les Corts,Pedralbes,55-59 anys,16,32
2016,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",55-59 anys,3,9
2016,Sarrià-Sant Gervasi,Sarrià,55-59 anys,35,37
2016,Sarrià-Sant Gervasi,les Tres Torres,55-59 anys,21,18
2016,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,55-59 anys,30,23
2016,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,55-59 anys,64,60
2016,Sarrià-Sant Gervasi,el Putxet i el Farró,55-59 anys,28,28
2016,Gràcia,Vallcarca i els Penitents,55-59 anys,19,27
2016,Gràcia,el Coll,55-59 anys,5,10
2016,Gràcia,la Salut,55-59 anys,8,18
2016,Gràcia,la Vila de Gràcia,55-59 anys,49,69
2016,Gràcia,el Camp d'en Grassot i Gràcia Nova,55-59 anys,36,19
2016,Horta-Guinardó,el Baix Guinardó,55-59 anys,26,36
2016,Horta-Guinardó,Can Baró,55-59 anys,7,8
2016,Horta-Guinardó,el Guinardó,55-59 anys,38,46
2016,Horta-Guinardó,la Font d'en Fargues,55-59 anys,13,8
2016,Horta-Guinardó,el Carmel,55-59 anys,31,26
2016,Horta-Guinardó,la Teixonera,55-59 anys,10,14
2016,Horta-Guinardó,Sant Genís dels Agudells,55-59 anys,3,11
2016,Horta-Guinardó,Montbau,55-59 anys,3,5
2016,Horta-Guinardó,la Vall d'Hebron,55-59 anys,4,4
2016,Horta-Guinardó,la Clota,55-59 anys,0,0
2016,Horta-Guinardó,Horta,55-59 anys,22,24
2016,Nou Barris,Vilapicina i la Torre Llobeta,55-59 anys,37,34
2016,Nou Barris,Porta,55-59 anys,30,39
2016,Nou Barris,el Turó de la Peira,55-59 anys,13,26
2016,Nou Barris,Can Peguera,55-59 anys,2,5
2016,Nou Barris,la Guineueta,55-59 anys,11,10
2016,Nou Barris,Canyelles,55-59 anys,9,4
2016,Nou Barris,les Roquetes,55-59 anys,16,26
2016,Nou Barris,Verdun,55-59 anys,16,23
2016,Nou Barris,la Prosperitat,55-59 anys,18,28
2016,Nou Barris,la Trinitat Nova,55-59 anys,12,14
2016,Nou Barris,Torre Baró,55-59 anys,2,3
2016,Nou Barris,Ciutat Meridiana,55-59 anys,12,16
2016,Nou Barris,Vallbona,55-59 anys,3,3
2016,Sant Andreu,la Trinitat Vella,55-59 anys,15,13
2016,Sant Andreu,Baró de Viver,55-59 anys,5,3
2016,Sant Andreu,el Bon Pastor,55-59 anys,20,19
2016,Sant Andreu,Sant Andreu,55-59 anys,58,66
2016,Sant Andreu,la Sagrera,55-59 anys,26,28
2016,Sant Andreu,el Congrés i els Indians,55-59 anys,14,18
2016,Sant Andreu,Navas,55-59 anys,19,32
2016,Sant Martí,el Camp de l'Arpa del Clot,55-59 anys,48,50
2016,Sant Martí,el Clot,55-59 anys,33,29
2016,Sant Martí,el Parc i la Llacuna del Poblenou,55-59 anys,19,17
2016,Sant Martí,la Vila Olímpica del Poblenou,55-59 anys,9,15
2016,Sant Martí,el Poblenou,55-59 anys,32,28
2016,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,55-59 anys,7,25
2016,Sant Martí,el Besòs i el Maresme,55-59 anys,28,36
2016,Sant Martí,Provençals del Poblenou,55-59 anys,29,31
2016,Sant Martí,Sant Martí de Provençals,55-59 anys,33,37
2016,Sant Martí,la Verneda i la Pau,55-59 anys,31,34
2016,Ciutat Vella,el Raval,60-64 anys,51,84
2016,Ciutat Vella,el Barri Gòtic,60-64 anys,16,32
2016,Ciutat Vella,la Barceloneta,60-64 anys,20,29
2016,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",60-64 anys,17,26
2016,Eixample,el Fort Pienc,60-64 anys,29,32
2016,Eixample,la Sagrada Família,60-64 anys,53,57
2016,Eixample,la Dreta de l'Eixample,60-64 anys,47,61
2016,Eixample,l'Antiga Esquerra de l'Eixample,60-64 anys,47,45
2016,Eixample,la Nova Esquerra de l'Eixample,60-64 anys,57,56
2016,Eixample,Sant Antoni,60-64 anys,29,37
2016,Sants-Montjuïc,el Poble-sec,60-64 anys,39,35
2016,Sants-Montjuïc,la Marina del Prat Vermell,60-64 anys,1,0
2016,Sants-Montjuïc,la Marina de Port,60-64 anys,30,27
2016,Sants-Montjuïc,la Font de la Guatlla,60-64 anys,11,15
2016,Sants-Montjuïc,Hostafrancs,60-64 anys,16,13
2016,Sants-Montjuïc,la Bordeta,60-64 anys,17,29
2016,Sants-Montjuïc,Sants - Badal,60-64 anys,37,24
2016,Sants-Montjuïc,Sants,60-64 anys,45,39
2016,Les Corts,les Corts,60-64 anys,44,47
2016,Les Corts,la Maternitat i Sant Ramon,60-64 anys,27,28
2016,Les Corts,Pedralbes,60-64 anys,22,13
2016,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",60-64 anys,8,10
2016,Sarrià-Sant Gervasi,Sarrià,60-64 anys,18,17
2016,Sarrià-Sant Gervasi,les Tres Torres,60-64 anys,10,12
2016,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,60-64 anys,32,20
2016,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,60-64 anys,54,49
2016,Sarrià-Sant Gervasi,el Putxet i el Farró,60-64 anys,41,33
2016,Gràcia,Vallcarca i els Penitents,60-64 anys,14,13
2016,Gràcia,el Coll,60-64 anys,7,8
2016,Gràcia,la Salut,60-64 anys,10,10
2016,Gràcia,la Vila de Gràcia,60-64 anys,43,48
2016,Gràcia,el Camp d'en Grassot i Gràcia Nova,60-64 anys,30,37
2016,Horta-Guinardó,el Baix Guinardó,60-64 anys,26,24
2016,Horta-Guinardó,Can Baró,60-64 anys,10,6
2016,Horta-Guinardó,el Guinardó,60-64 anys,23,27
2016,Horta-Guinardó,la Font d'en Fargues,60-64 anys,7,9
2016,Horta-Guinardó,el Carmel,60-64 anys,21,23
2016,Horta-Guinardó,la Teixonera,60-64 anys,9,5
2016,Horta-Guinardó,Sant Genís dels Agudells,60-64 anys,4,6
2016,Horta-Guinardó,Montbau,60-64 anys,6,8
2016,Horta-Guinardó,la Vall d'Hebron,60-64 anys,6,10
2016,Horta-Guinardó,la Clota,60-64 anys,1,1
2016,Horta-Guinardó,Horta,60-64 anys,13,18
2016,Nou Barris,Vilapicina i la Torre Llobeta,60-64 anys,22,18
2016,Nou Barris,Porta,60-64 anys,27,27
2016,Nou Barris,el Turó de la Peira,60-64 anys,9,19
2016,Nou Barris,Can Peguera,60-64 anys,0,2
2016,Nou Barris,la Guineueta,60-64 anys,8,8
2016,Nou Barris,Canyelles,60-64 anys,9,5
2016,Nou Barris,les Roquetes,60-64 anys,13,16
2016,Nou Barris,Verdun,60-64 anys,12,8
2016,Nou Barris,la Prosperitat,60-64 anys,17,14
2016,Nou Barris,la Trinitat Nova,60-64 anys,7,8
2016,Nou Barris,Torre Baró,60-64 anys,0,1
2016,Nou Barris,Ciutat Meridiana,60-64 anys,7,9
2016,Nou Barris,Vallbona,60-64 anys,1,2
2016,Sant Andreu,la Trinitat Vella,60-64 anys,7,10
2016,Sant Andreu,Baró de Viver,60-64 anys,3,1
2016,Sant Andreu,el Bon Pastor,60-64 anys,13,9
2016,Sant Andreu,Sant Andreu,60-64 anys,54,40
2016,Sant Andreu,la Sagrera,60-64 anys,25,29
2016,Sant Andreu,el Congrés i els Indians,60-64 anys,10,12
2016,Sant Andreu,Navas,60-64 anys,32,18
2016,Sant Martí,el Camp de l'Arpa del Clot,60-64 anys,45,41
2016,Sant Martí,el Clot,60-64 anys,29,30
2016,Sant Martí,el Parc i la Llacuna del Poblenou,60-64 anys,13,12
2016,Sant Martí,la Vila Olímpica del Poblenou,60-64 anys,7,8
2016,Sant Martí,el Poblenou,60-64 anys,17,22
2016,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,60-64 anys,12,9
2016,Sant Martí,el Besòs i el Maresme,60-64 anys,14,31
2016,Sant Martí,Provençals del Poblenou,60-64 anys,21,19
2016,Sant Martí,Sant Martí de Provençals,60-64 anys,20,36
2016,Sant Martí,la Verneda i la Pau,60-64 anys,23,24
2016,Ciutat Vella,el Raval,65-69 anys,36,55
2016,Ciutat Vella,el Barri Gòtic,65-69 anys,10,21
2016,Ciutat Vella,la Barceloneta,65-69 anys,12,10
2016,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",65-69 anys,17,11
2016,Eixample,el Fort Pienc,65-69 anys,23,20
2016,Eixample,la Sagrada Família,65-69 anys,36,42
2016,Eixample,la Dreta de l'Eixample,65-69 anys,42,54
2016,Eixample,l'Antiga Esquerra de l'Eixample,65-69 anys,50,40
2016,Eixample,la Nova Esquerra de l'Eixample,65-69 anys,64,55
2016,Eixample,Sant Antoni,65-69 anys,36,25
2016,Sants-Montjuïc,el Poble-sec,65-69 anys,53,40
2016,Sants-Montjuïc,la Marina del Prat Vermell,65-69 anys,0,0
2016,Sants-Montjuïc,la Marina de Port,65-69 anys,23,19
2016,Sants-Montjuïc,la Font de la Guatlla,65-69 anys,14,7
2016,Sants-Montjuïc,Hostafrancs,65-69 anys,22,14
2016,Sants-Montjuïc,la Bordeta,65-69 anys,20,20
2016,Sants-Montjuïc,Sants - Badal,65-69 anys,27,20
2016,Sants-Montjuïc,Sants,65-69 anys,34,36
2016,Les Corts,les Corts,65-69 anys,47,34
2016,Les Corts,la Maternitat i Sant Ramon,65-69 anys,23,27
2016,Les Corts,Pedralbes,65-69 anys,10,13
2016,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",65-69 anys,0,2
2016,Sarrià-Sant Gervasi,Sarrià,65-69 anys,22,18
2016,Sarrià-Sant Gervasi,les Tres Torres,65-69 anys,19,11
2016,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,65-69 anys,23,25
2016,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,65-69 anys,52,38
2016,Sarrià-Sant Gervasi,el Putxet i el Farró,65-69 anys,40,25
2016,Gràcia,Vallcarca i els Penitents,65-69 anys,12,11
2016,Gràcia,el Coll,65-69 anys,10,9
2016,Gràcia,la Salut,65-69 anys,10,14
2016,Gràcia,la Vila de Gràcia,65-69 anys,45,32
2016,Gràcia,el Camp d'en Grassot i Gràcia Nova,65-69 anys,21,26
2016,Horta-Guinardó,el Baix Guinardó,65-69 anys,15,19
2016,Horta-Guinardó,Can Baró,65-69 anys,15,5
2016,Horta-Guinardó,el Guinardó,65-69 anys,33,22
2016,Horta-Guinardó,la Font d'en Fargues,65-69 anys,9,5
2016,Horta-Guinardó,el Carmel,65-69 anys,22,23
2016,Horta-Guinardó,la Teixonera,65-69 anys,10,3
2016,Horta-Guinardó,Sant Genís dels Agudells,65-69 anys,7,4
2016,Horta-Guinardó,Montbau,65-69 anys,2,3
2016,Horta-Guinardó,la Vall d'Hebron,65-69 anys,5,6
2016,Horta-Guinardó,la Clota,65-69 anys,0,0
2016,Horta-Guinardó,Horta,65-69 anys,21,10
2016,Nou Barris,Vilapicina i la Torre Llobeta,65-69 anys,22,22
2016,Nou Barris,Porta,65-69 anys,14,15
2016,Nou Barris,el Turó de la Peira,65-69 anys,14,15
2016,Nou Barris,Can Peguera,65-69 anys,0,2
2016,Nou Barris,la Guineueta,65-69 anys,5,4
2016,Nou Barris,Canyelles,65-69 anys,1,2
2016,Nou Barris,les Roquetes,65-69 anys,16,17
2016,Nou Barris,Verdun,65-69 anys,6,10
2016,Nou Barris,la Prosperitat,65-69 anys,16,18
2016,Nou Barris,la Trinitat Nova,65-69 anys,9,9
2016,Nou Barris,Torre Baró,65-69 anys,1,1
2016,Nou Barris,Ciutat Meridiana,65-69 anys,11,4
2016,Nou Barris,Vallbona,65-69 anys,2,0
2016,Sant Andreu,la Trinitat Vella,65-69 anys,4,5
2016,Sant Andreu,Baró de Viver,65-69 anys,3,1
2016,Sant Andreu,el Bon Pastor,65-69 anys,12,7
2016,Sant Andreu,Sant Andreu,65-69 anys,42,48
2016,Sant Andreu,la Sagrera,65-69 anys,22,20
2016,Sant Andreu,el Congrés i els Indians,65-69 anys,5,9
2016,Sant Andreu,Navas,65-69 anys,20,21
2016,Sant Martí,el Camp de l'Arpa del Clot,65-69 anys,32,27
2016,Sant Martí,el Clot,65-69 anys,26,19
2016,Sant Martí,el Parc i la Llacuna del Poblenou,65-69 anys,13,9
2016,Sant Martí,la Vila Olímpica del Poblenou,65-69 anys,11,6
2016,Sant Martí,el Poblenou,65-69 anys,20,25
2016,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,65-69 anys,12,19
2016,Sant Martí,el Besòs i el Maresme,65-69 anys,20,22
2016,Sant Martí,Provençals del Poblenou,65-69 anys,10,10
2016,Sant Martí,Sant Martí de Provençals,65-69 anys,20,17
2016,Sant Martí,la Verneda i la Pau,65-69 anys,14,13
2016,Ciutat Vella,el Raval,70-74 anys,19,28
2016,Ciutat Vella,el Barri Gòtic,70-74 anys,10,10
2016,Ciutat Vella,la Barceloneta,70-74 anys,5,13
2016,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",70-74 anys,14,12
2016,Eixample,el Fort Pienc,70-74 anys,20,24
2016,Eixample,la Sagrada Família,70-74 anys,23,35
2016,Eixample,la Dreta de l'Eixample,70-74 anys,44,34
2016,Eixample,l'Antiga Esquerra de l'Eixample,70-74 anys,18,22
2016,Eixample,la Nova Esquerra de l'Eixample,70-74 anys,37,31
2016,Eixample,Sant Antoni,70-74 anys,18,11
2016,Sants-Montjuïc,el Poble-sec,70-74 anys,20,14
2016,Sants-Montjuïc,la Marina del Prat Vermell,70-74 anys,0,0
2016,Sants-Montjuïc,la Marina de Port,70-74 anys,19,15
2016,Sants-Montjuïc,la Font de la Guatlla,70-74 anys,1,6
2016,Sants-Montjuïc,Hostafrancs,70-74 anys,16,12
2016,Sants-Montjuïc,la Bordeta,70-74 anys,18,13
2016,Sants-Montjuïc,Sants - Badal,70-74 anys,13,17
2016,Sants-Montjuïc,Sants,70-74 anys,15,19
2016,Les Corts,les Corts,70-74 anys,32,20
2016,Les Corts,la Maternitat i Sant Ramon,70-74 anys,17,17
2016,Les Corts,Pedralbes,70-74 anys,5,4
2016,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",70-74 anys,5,1
2016,Sarrià-Sant Gervasi,Sarrià,70-74 anys,8,9
2016,Sarrià-Sant Gervasi,les Tres Torres,70-74 anys,14,9
2016,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,70-74 anys,19,16
2016,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,70-74 anys,30,23
2016,Sarrià-Sant Gervasi,el Putxet i el Farró,70-74 anys,34,14
2016,Gràcia,Vallcarca i els Penitents,70-74 anys,15,10
2016,Gràcia,el Coll,70-74 anys,7,5
2016,Gràcia,la Salut,70-74 anys,11,9
2016,Gràcia,la Vila de Gràcia,70-74 anys,25,23
2016,Gràcia,el Camp d'en Grassot i Gràcia Nova,70-74 anys,21,21
2016,Horta-Guinardó,el Baix Guinardó,70-74 anys,18,16
2016,Horta-Guinardó,Can Baró,70-74 anys,4,7
2016,Horta-Guinardó,el Guinardó,70-74 anys,12,13
2016,Horta-Guinardó,la Font d'en Fargues,70-74 anys,4,2
2016,Horta-Guinardó,el Carmel,70-74 anys,12,10
2016,Horta-Guinardó,la Teixonera,70-74 anys,4,8
2016,Horta-Guinardó,Sant Genís dels Agudells,70-74 anys,2,6
2016,Horta-Guinardó,Montbau,70-74 anys,3,7
2016,Horta-Guinardó,la Vall d'Hebron,70-74 anys,3,5
2016,Horta-Guinardó,la Clota,70-74 anys,0,1
2016,Horta-Guinardó,Horta,70-74 anys,12,5
2016,Nou Barris,Vilapicina i la Torre Llobeta,70-74 anys,13,11
2016,Nou Barris,Porta,70-74 anys,11,11
2016,Nou Barris,el Turó de la Peira,70-74 anys,10,9
2016,Nou Barris,Can Peguera,70-74 anys,0,1
2016,Nou Barris,la Guineueta,70-74 anys,4,8
2016,Nou Barris,Canyelles,70-74 anys,2,2
2016,Nou Barris,les Roquetes,70-74 anys,2,6
2016,Nou Barris,Verdun,70-74 anys,5,7
2016,Nou Barris,la Prosperitat,70-74 anys,15,14
2016,Nou Barris,la Trinitat Nova,70-74 anys,4,2
2016,Nou Barris,Torre Baró,70-74 anys,1,0
2016,Nou Barris,Ciutat Meridiana,70-74 anys,7,5
2016,Nou Barris,Vallbona,70-74 anys,1,1
2016,Sant Andreu,la Trinitat Vella,70-74 anys,4,2
2016,Sant Andreu,Baró de Viver,70-74 anys,0,0
2016,Sant Andreu,el Bon Pastor,70-74 anys,7,5
2016,Sant Andreu,Sant Andreu,70-74 anys,37,19
2016,Sant Andreu,la Sagrera,70-74 anys,10,12
2016,Sant Andreu,el Congrés i els Indians,70-74 anys,8,10
2016,Sant Andreu,Navas,70-74 anys,19,11
2016,Sant Martí,el Camp de l'Arpa del Clot,70-74 anys,21,16
2016,Sant Martí,el Clot,70-74 anys,16,17
2016,Sant Martí,el Parc i la Llacuna del Poblenou,70-74 anys,10,3
2016,Sant Martí,la Vila Olímpica del Poblenou,70-74 anys,1,3
2016,Sant Martí,el Poblenou,70-74 anys,12,11
2016,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,70-74 anys,7,9
2016,Sant Martí,el Besòs i el Maresme,70-74 anys,6,11
2016,Sant Martí,Provençals del Poblenou,70-74 anys,6,5
2016,Sant Martí,Sant Martí de Provençals,70-74 anys,10,14
2016,Sant Martí,la Verneda i la Pau,70-74 anys,22,12
2016,Ciutat Vella,el Raval,75-79 anys,13,10
2016,Ciutat Vella,el Barri Gòtic,75-79 anys,5,5
2016,Ciutat Vella,la Barceloneta,75-79 anys,6,2
2016,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",75-79 anys,6,7
2016,Eixample,el Fort Pienc,75-79 anys,12,18
2016,Eixample,la Sagrada Família,75-79 anys,15,14
2016,Eixample,la Dreta de l'Eixample,75-79 anys,23,15
2016,Eixample,l'Antiga Esquerra de l'Eixample,75-79 anys,13,9
2016,Eixample,la Nova Esquerra de l'Eixample,75-79 anys,30,22
2016,Eixample,Sant Antoni,75-79 anys,14,12
2016,Sants-Montjuïc,el Poble-sec,75-79 anys,19,11
2016,Sants-Montjuïc,la Marina del Prat Vermell,75-79 anys,1,0
2016,Sants-Montjuïc,la Marina de Port,75-79 anys,10,11
2016,Sants-Montjuïc,la Font de la Guatlla,75-79 anys,3,5
2016,Sants-Montjuïc,Hostafrancs,75-79 anys,8,3
2016,Sants-Montjuïc,la Bordeta,75-79 anys,8,1
2016,Sants-Montjuïc,Sants - Badal,75-79 anys,14,15
2016,Sants-Montjuïc,Sants,75-79 anys,19,17
2016,Les Corts,les Corts,75-79 anys,19,14
2016,Les Corts,la Maternitat i Sant Ramon,75-79 anys,14,12
2016,Les Corts,Pedralbes,75-79 anys,1,5
2016,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",75-79 anys,5,0
2016,Sarrià-Sant Gervasi,Sarrià,75-79 anys,12,9
2016,Sarrià-Sant Gervasi,les Tres Torres,75-79 anys,4,2
2016,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,75-79 anys,20,14
2016,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,75-79 anys,24,26
2016,Sarrià-Sant Gervasi,el Putxet i el Farró,75-79 anys,11,13
2016,Gràcia,Vallcarca i els Penitents,75-79 anys,7,3
2016,Gràcia,el Coll,75-79 anys,5,3
2016,Gràcia,la Salut,75-79 anys,9,11
2016,Gràcia,la Vila de Gràcia,75-79 anys,19,17
2016,Gràcia,el Camp d'en Grassot i Gràcia Nova,75-79 anys,11,10
2016,Horta-Guinardó,el Baix Guinardó,75-79 anys,17,9
2016,Horta-Guinardó,Can Baró,75-79 anys,3,7
2016,Horta-Guinardó,el Guinardó,75-79 anys,17,19
2016,Horta-Guinardó,la Font d'en Fargues,75-79 anys,7,3
2016,Horta-Guinardó,el Carmel,75-79 anys,11,4
2016,Horta-Guinardó,la Teixonera,75-79 anys,7,6
2016,Horta-Guinardó,Sant Genís dels Agudells,75-79 anys,3,2
2016,Horta-Guinardó,Montbau,75-79 anys,1,1
2016,Horta-Guinardó,la Vall d'Hebron,75-79 anys,0,4
2016,Horta-Guinardó,la Clota,75-79 anys,0,0
2016,Horta-Guinardó,Horta,75-79 anys,9,12
2016,Nou Barris,Vilapicina i la Torre Llobeta,75-79 anys,10,12
2016,Nou Barris,Porta,75-79 anys,6,12
2016,Nou Barris,el Turó de la Peira,75-79 anys,4,6
2016,Nou Barris,Can Peguera,75-79 anys,1,3
2016,Nou Barris,la Guineueta,75-79 anys,5,5
2016,Nou Barris,Canyelles,75-79 anys,5,1
2016,Nou Barris,les Roquetes,75-79 anys,8,5
2016,Nou Barris,Verdun,75-79 anys,6,6
2016,Nou Barris,la Prosperitat,75-79 anys,14,8
2016,Nou Barris,la Trinitat Nova,75-79 anys,3,2
2016,Nou Barris,Torre Baró,75-79 anys,0,0
2016,Nou Barris,Ciutat Meridiana,75-79 anys,10,4
2016,Nou Barris,Vallbona,75-79 anys,1,1
2016,Sant Andreu,la Trinitat Vella,75-79 anys,4,3
2016,Sant Andreu,Baró de Viver,75-79 anys,2,0
2016,Sant Andreu,el Bon Pastor,75-79 anys,4,1
2016,Sant Andreu,Sant Andreu,75-79 anys,24,35
2016,Sant Andreu,la Sagrera,75-79 anys,12,9
2016,Sant Andreu,el Congrés i els Indians,75-79 anys,5,6
2016,Sant Andreu,Navas,75-79 anys,13,9
2016,Sant Martí,el Camp de l'Arpa del Clot,75-79 anys,14,13
2016,Sant Martí,el Clot,75-79 anys,12,10
2016,Sant Martí,el Parc i la Llacuna del Poblenou,75-79 anys,7,5
2016,Sant Martí,la Vila Olímpica del Poblenou,75-79 anys,1,2
2016,Sant Martí,el Poblenou,75-79 anys,10,11
2016,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,75-79 anys,5,9
2016,Sant Martí,el Besòs i el Maresme,75-79 anys,13,7
2016,Sant Martí,Provençals del Poblenou,75-79 anys,9,6
2016,Sant Martí,Sant Martí de Provençals,75-79 anys,17,13
2016,Sant Martí,la Verneda i la Pau,75-79 anys,15,12
2016,Ciutat Vella,el Raval,80-84 anys,17,7
2016,Ciutat Vella,el Barri Gòtic,80-84 anys,12,3
2016,Ciutat Vella,la Barceloneta,80-84 anys,10,3
2016,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",80-84 anys,6,3
2016,Eixample,el Fort Pienc,80-84 anys,14,10
2016,Eixample,la Sagrada Família,80-84 anys,17,9
2016,Eixample,la Dreta de l'Eixample,80-84 anys,24,27
2016,Eixample,l'Antiga Esquerra de l'Eixample,80-84 anys,21,19
2016,Eixample,la Nova Esquerra de l'Eixample,80-84 anys,26,16
2016,Eixample,Sant Antoni,80-84 anys,16,9
2016,Sants-Montjuïc,el Poble-sec,80-84 anys,19,13
2016,Sants-Montjuïc,la Marina del Prat Vermell,80-84 anys,2,0
2016,Sants-Montjuïc,la Marina de Port,80-84 anys,17,12
2016,Sants-Montjuïc,la Font de la Guatlla,80-84 anys,2,5
2016,Sants-Montjuïc,Hostafrancs,80-84 anys,5,2
2016,Sants-Montjuïc,la Bordeta,80-84 anys,16,4
2016,Sants-Montjuïc,Sants - Badal,80-84 anys,13,3
2016,Sants-Montjuïc,Sants,80-84 anys,15,10
2016,Les Corts,les Corts,80-84 anys,18,23
2016,Les Corts,la Maternitat i Sant Ramon,80-84 anys,11,9
2016,Les Corts,Pedralbes,80-84 anys,3,6
2016,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",80-84 anys,2,0
2016,Sarrià-Sant Gervasi,Sarrià,80-84 anys,13,6
2016,Sarrià-Sant Gervasi,les Tres Torres,80-84 anys,4,4
2016,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,80-84 anys,17,17
2016,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,80-84 anys,15,18
2016,Sarrià-Sant Gervasi,el Putxet i el Farró,80-84 anys,16,8
2016,Gràcia,Vallcarca i els Penitents,80-84 anys,2,5
2016,Gràcia,el Coll,80-84 anys,2,2
2016,Gràcia,la Salut,80-84 anys,12,10
2016,Gràcia,la Vila de Gràcia,80-84 anys,23,21
2016,Gràcia,el Camp d'en Grassot i Gràcia Nova,80-84 anys,12,11
2016,Horta-Guinardó,el Baix Guinardó,80-84 anys,11,14
2016,Horta-Guinardó,Can Baró,80-84 anys,6,2
2016,Horta-Guinardó,el Guinardó,80-84 anys,15,13
