Any,Nom_Districte,Nom_Barri,Edat_quinquennal,Emmigrants,Immigrants
2020,Horta-Guinardó,la Teixonera,0-4 anys,17,23
2020,Horta-Guinardó,Sant Genís dels Agudells,0-4 anys,16,9
2020,Horta-Guinardó,Montbau,0-4 anys,11,9
2020,Horta-Guinardó,la Vall d'Hebron,0-4 anys,8,4
2020,Horta-Guinardó,la Clota,0-4 anys,2,0
2020,Horta-Guinardó,Horta,0-4 anys,74,60
2020,Nou Barris,Vilapicina i la Torre Llobeta,0-4 anys,34,23
2020,Nou Barris,Porta,0-4 anys,44,46
2020,Nou Barris,el Turó de la Peira,0-4 anys,45,19
2020,Nou Barris,Can Peguera,0-4 anys,1,0
2020,Nou Barris,la Guineueta,0-4 anys,29,18
2020,Nou Barris,Canyelles,0-4 anys,8,5
2020,Nou Barris,les Roquetes,0-4 anys,28,25
2020,Nou Barris,Verdun,0-4 anys,25,26
2020,Nou Barris,la Prosperitat,0-4 anys,42,35
2020,Nou Barris,la Trinitat Nova,0-4 anys,15,12
2020,Nou Barris,Torre Baró,0-4 anys,8,4
2020,Nou Barris,Ciutat Meridiana,0-4 anys,28,24
2020,Nou Barris,Vallbona,0-4 anys,4,6
2020,Sant Andreu,la Trinitat Vella,0-4 anys,29,17
2020,Sant Andreu,Baró de Viver,0-4 anys,4,6
2020,Sant Andreu,el Bon Pastor,0-4 anys,38,40
2020,Sant Andreu,Sant Andreu,0-4 anys,94,54
2020,Sant Andreu,la Sagrera,0-4 anys,36,39
2020,Sant Andreu,el Congrés i els Indians,0-4 anys,26,13
2020,Sant Andreu,Navas,0-4 anys,27,22
2020,Sant Martí,el Camp de l'Arpa del Clot,0-4 anys,87,44
2020,Sant Martí,el Clot,0-4 anys,52,33
2020,Sant Martí,el Parc i la Llacuna del Poblenou,0-4 anys,41,26
2020,Sant Martí,la Vila Olímpica del Poblenou,0-4 anys,27,16
2020,Sant Martí,el Poblenou,0-4 anys,112,61
2020,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,0-4 anys,58,42
2020,Sant Martí,el Besòs i el Maresme,0-4 anys,70,74
2020,Sant Martí,Provençals del Poblenou,0-4 anys,56,26
2020,Sant Martí,Sant Martí de Provençals,0-4 anys,38,41
2020,Sant Martí,la Verneda i la Pau,0-4 anys,41,33
2020,Ciutat Vella,el Raval,5-9 anys,68,88
2020,Ciutat Vella,el Barri Gòtic,5-9 anys,20,40
2020,Ciutat Vella,la Barceloneta,5-9 anys,12,23
2020,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",5-9 anys,35,28
2020,Eixample,el Fort Pienc,5-9 anys,64,35
2020,Eixample,la Sagrada Família,5-9 anys,55,60
2020,Eixample,la Dreta de l'Eixample,5-9 anys,92,63
2020,Eixample,l'Antiga Esquerra de l'Eixample,5-9 anys,56,29
2020,Eixample,la Nova Esquerra de l'Eixample,5-9 anys,70,35
2020,Eixample,Sant Antoni,5-9 anys,45,32
2020,Sants-Montjuïc,el Poble-sec,5-9 anys,62,52
2020,Sants-Montjuïc,la Marina del Prat Vermell,5-9 anys,2,1
2020,Sants-Montjuïc,la Marina de Port,5-9 anys,39,28
2020,Sants-Montjuïc,la Font de la Guatlla,5-9 anys,13,7
2020,Sants-Montjuïc,Hostafrancs,5-9 anys,26,23
2020,Sants-Montjuïc,la Bordeta,5-9 anys,30,22
2020,Sants-Montjuïc,Sants - Badal,5-9 anys,39,32
2020,Sants-Montjuïc,Sants,5-9 anys,79,58
2020,Les Corts,les Corts,5-9 anys,77,40
2020,Les Corts,la Maternitat i Sant Ramon,5-9 anys,51,52
2020,Les Corts,Pedralbes,5-9 anys,24,35
2020,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",5-9 anys,14,7
2020,Sarrià-Sant Gervasi,Sarrià,5-9 anys,51,49
2020,Sarrià-Sant Gervasi,les Tres Torres,5-9 anys,53,34
2020,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,5-9 anys,51,43
2020,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,5-9 anys,83,64
2020,Sarrià-Sant Gervasi,el Putxet i el Farró,5-9 anys,53,41
2020,Gràcia,Vallcarca i els Penitents,5-9 anys,25,21
2020,Gràcia,el Coll,5-9 anys,13,13
2020,Gràcia,la Salut,5-9 anys,22,14
2020,Gràcia,la Vila de Gràcia,5-9 anys,60,38
2020,Gràcia,el Camp d'en Grassot i Gràcia Nova,5-9 anys,40,24
2020,Horta-Guinardó,el Baix Guinardó,5-9 anys,36,20
2020,Horta-Guinardó,Can Baró,5-9 anys,9,10
2020,Horta-Guinardó,el Guinardó,5-9 anys,49,30
2020,Horta-Guinardó,la Font d'en Fargues,5-9 anys,15,6
2020,Horta-Guinardó,el Carmel,5-9 anys,34,33
2020,Horta-Guinardó,la Teixonera,5-9 anys,21,20
2020,Horta-Guinardó,Sant Genís dels Agudells,5-9 anys,13,8
2020,Horta-Guinardó,Montbau,5-9 anys,5,10
2020,Horta-Guinardó,la Vall d'Hebron,5-9 anys,8,4
2020,Horta-Guinardó,la Clota,5-9 anys,1,0
2020,Horta-Guinardó,Horta,5-9 anys,61,46
2020,Nou Barris,Vilapicina i la Torre Llobeta,5-9 anys,30,24
2020,Nou Barris,Porta,5-9 anys,45,34
2020,Nou Barris,el Turó de la Peira,5-9 anys,16,23
2020,Nou Barris,Can Peguera,5-9 anys,1,0
2020,Nou Barris,la Guineueta,5-9 anys,14,10
2020,Nou Barris,Canyelles,5-9 anys,2,4
2020,Nou Barris,les Roquetes,5-9 anys,11,23
2020,Nou Barris,Verdun,5-9 anys,21,23
2020,Nou Barris,la Prosperitat,5-9 anys,38,45
2020,Nou Barris,la Trinitat Nova,5-9 anys,14,20
2020,Nou Barris,Torre Baró,5-9 anys,4,5
2020,Nou Barris,Ciutat Meridiana,5-9 anys,22,23
2020,Nou Barris,Vallbona,5-9 anys,3,2
2020,Sant Andreu,la Trinitat Vella,5-9 anys,24,15
2020,Sant Andreu,Baró de Viver,5-9 anys,3,4
2020,Sant Andreu,el Bon Pastor,5-9 anys,38,28
2020,Sant Andreu,Sant Andreu,5-9 anys,58,42
2020,Sant Andreu,la Sagrera,5-9 anys,33,20
2020,Sant Andreu,el Congrés i els Indians,5-9 anys,13,12
2020,Sant Andreu,Navas,5-9 anys,17,20
2020,Sant Martí,el Camp de l'Arpa del Clot,5-9 anys,58,42
2020,Sant Martí,el Clot,5-9 anys,46,26
2020,Sant Martí,el Parc i la Llacuna del Poblenou,5-9 anys,21,16
2020,Sant Martí,la Vila Olímpica del Poblenou,5-9 anys,16,12
2020,Sant Martí,el Poblenou,5-9 anys,58,37
2020,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,5-9 anys,24,26
2020,Sant Martí,el Besòs i el Maresme,5-9 anys,62,69
2020,Sant Martí,Provençals del Poblenou,5-9 anys,33,16
2020,Sant Martí,Sant Martí de Provençals,5-9 anys,24,15
2020,Sant Martí,la Verneda i la Pau,5-9 anys,42,29
2020,Ciutat Vella,el Raval,10-14 anys,64,86
2020,Ciutat Vella,el Barri Gòtic,10-14 anys,24,42
2020,Ciutat Vella,la Barceloneta,10-14 anys,13,16
2020,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",10-14 anys,23,23
2020,Eixample,el Fort Pienc,10-14 anys,43,25
2020,Eixample,la Sagrada Família,10-14 anys,26,54
2020,Eixample,la Dreta de l'Eixample,10-14 anys,39,59
2020,Eixample,l'Antiga Esquerra de l'Eixample,10-14 anys,29,36
2020,Eixample,la Nova Esquerra de l'Eixample,10-14 anys,73,50
2020,Eixample,Sant Antoni,10-14 anys,28,26
2020,Sants-Montjuïc,el Poble-sec,10-14 anys,40,49
2020,Sants-Montjuïc,la Marina del Prat Vermell,10-14 anys,0,2
2020,Sants-Montjuïc,la Marina de Port,10-14 anys,40,39
2020,Sants-Montjuïc,la Font de la Guatlla,10-14 anys,9,7
2020,Sants-Montjuïc,Hostafrancs,10-14 anys,18,18
2020,Sants-Montjuïc,la Bordeta,10-14 anys,20,15
2020,Sants-Montjuïc,Sants - Badal,10-14 anys,22,34
2020,Sants-Montjuïc,Sants,10-14 anys,54,77
2020,Les Corts,les Corts,10-14 anys,50,46
2020,Les Corts,la Maternitat i Sant Ramon,10-14 anys,28,41
2020,Les Corts,Pedralbes,10-14 anys,31,26
2020,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",10-14 anys,14,15
2020,Sarrià-Sant Gervasi,Sarrià,10-14 anys,41,35
2020,Sarrià-Sant Gervasi,les Tres Torres,10-14 anys,41,31
2020,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,10-14 anys,44,42
2020,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,10-14 anys,58,64
2020,Sarrià-Sant Gervasi,el Putxet i el Farró,10-14 anys,33,32
2020,Gràcia,Vallcarca i els Penitents,10-14 anys,14,23
2020,Gràcia,el Coll,10-14 anys,11,8
2020,Gràcia,la Salut,10-14 anys,20,15
2020,Gràcia,la Vila de Gràcia,10-14 anys,40,35
2020,Gràcia,el Camp d'en Grassot i Gràcia Nova,10-14 anys,26,25
2020,Horta-Guinardó,el Baix Guinardó,10-14 anys,23,19
2020,Horta-Guinardó,Can Baró,10-14 anys,9,5
2020,Horta-Guinardó,el Guinardó,10-14 anys,28,32
2020,Horta-Guinardó,la Font d'en Fargues,10-14 anys,8,8
2020,Horta-Guinardó,el Carmel,10-14 anys,37,42
2020,Horta-Guinardó,la Teixonera,10-14 anys,13,17
2020,Horta-Guinardó,Sant Genís dels Agudells,10-14 anys,8,17
2020,Horta-Guinardó,Montbau,10-14 anys,3,12
2020,Horta-Guinardó,la Vall d'Hebron,10-14 anys,13,10
2020,Horta-Guinardó,la Clota,10-14 anys,0,0
2020,Horta-Guinardó,Horta,10-14 anys,46,32
2020,Nou Barris,Vilapicina i la Torre Llobeta,10-14 anys,20,38
2020,Nou Barris,Porta,10-14 anys,31,43
2020,Nou Barris,el Turó de la Peira,10-14 anys,20,22
2020,Nou Barris,Can Peguera,10-14 anys,0,0
2020,Nou Barris,la Guineueta,10-14 anys,10,8
2020,Nou Barris,Canyelles,10-14 anys,6,5
2020,Nou Barris,les Roquetes,10-14 anys,16,24
2020,Nou Barris,Verdun,10-14 anys,18,22
2020,Nou Barris,la Prosperitat,10-14 anys,30,25
2020,Nou Barris,la Trinitat Nova,10-14 anys,13,11
2020,Nou Barris,Torre Baró,10-14 anys,2,8
2020,Nou Barris,Ciutat Meridiana,10-14 anys,22,23
2020,Nou Barris,Vallbona,10-14 anys,6,0
2020,Sant Andreu,la Trinitat Vella,10-14 anys,20,25
2020,Sant Andreu,Baró de Viver,10-14 anys,4,1
2020,Sant Andreu,el Bon Pastor,10-14 anys,28,26
2020,Sant Andreu,Sant Andreu,10-14 anys,47,41
2020,Sant Andreu,la Sagrera,10-14 anys,21,31
2020,Sant Andreu,el Congrés i els Indians,10-14 anys,8,11
2020,Sant Andreu,Navas,10-14 anys,11,25
2020,Sant Martí,el Camp de l'Arpa del Clot,10-14 anys,37,38
2020,Sant Martí,el Clot,10-14 anys,31,25
2020,Sant Martí,el Parc i la Llacuna del Poblenou,10-14 anys,11,10
2020,Sant Martí,la Vila Olímpica del Poblenou,10-14 anys,7,5
2020,Sant Martí,el Poblenou,10-14 anys,34,34
2020,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,10-14 anys,18,21
2020,Sant Martí,el Besòs i el Maresme,10-14 anys,33,59
2020,Sant Martí,Provençals del Poblenou,10-14 anys,21,21
2020,Sant Martí,Sant Martí de Provençals,10-14 anys,23,21
2020,Sant Martí,la Verneda i la Pau,10-14 anys,22,25
2020,Ciutat Vella,el Raval,15-19 anys,93,181
2020,Ciutat Vella,el Barri Gòtic,15-19 anys,25,134
2020,Ciutat Vella,la Barceloneta,15-19 anys,15,30
2020,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",15-19 anys,79,109
2020,Eixample,el Fort Pienc,15-19 anys,30,67
2020,Eixample,la Sagrada Família,15-19 anys,59,113
2020,Eixample,la Dreta de l'Eixample,15-19 anys,45,104
2020,Eixample,l'Antiga Esquerra de l'Eixample,15-19 anys,33,76
2020,Eixample,la Nova Esquerra de l'Eixample,15-19 anys,55,103
2020,Eixample,Sant Antoni,15-19 anys,30,65
2020,Sants-Montjuïc,el Poble-sec,15-19 anys,53,90
2020,Sants-Montjuïc,la Marina del Prat Vermell,15-19 anys,0,1
2020,Sants-Montjuïc,la Marina de Port,15-19 anys,49,66
2020,Sants-Montjuïc,la Font de la Guatlla,15-19 anys,5,11
2020,Sants-Montjuïc,Hostafrancs,15-19 anys,20,25
2020,Sants-Montjuïc,la Bordeta,15-19 anys,10,41
2020,Sants-Montjuïc,Sants - Badal,15-19 anys,28,58
2020,Sants-Montjuïc,Sants,15-19 anys,55,106
2020,Les Corts,les Corts,15-19 anys,38,80
2020,Les Corts,la Maternitat i Sant Ramon,15-19 anys,31,42
2020,Les Corts,Pedralbes,15-19 anys,27,41
2020,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",15-19 anys,9,5
2020,Sarrià-Sant Gervasi,Sarrià,15-19 anys,56,52
2020,Sarrià-Sant Gervasi,les Tres Torres,15-19 anys,21,34
2020,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,15-19 anys,45,63
2020,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,15-19 anys,65,71
2020,Sarrià-Sant Gervasi,el Putxet i el Farró,15-19 anys,27,42
2020,Gràcia,Vallcarca i els Penitents,15-19 anys,7,19
2020,Gràcia,el Coll,15-19 anys,11,15
2020,Gràcia,la Salut,15-19 anys,20,28
2020,Gràcia,la Vila de Gràcia,15-19 anys,36,98
2020,Gràcia,el Camp d'en Grassot i Gràcia Nova,15-19 anys,22,43
2020,Horta-Guinardó,el Baix Guinardó,15-19 anys,24,39
2020,Horta-Guinardó,Can Baró,15-19 anys,4,10
2020,Horta-Guinardó,el Guinardó,15-19 anys,40,49
2020,Horta-Guinardó,la Font d'en Fargues,15-19 anys,9,3
2020,Horta-Guinardó,el Carmel,15-19 anys,29,55
2020,Horta-Guinardó,la Teixonera,15-19 anys,11,24
2020,Horta-Guinardó,Sant Genís dels Agudells,15-19 anys,25,44
2020,Horta-Guinardó,Montbau,15-19 anys,5,13
2020,Horta-Guinardó,la Vall d'Hebron,15-19 anys,5,5
2020,Horta-Guinardó,la Clota,15-19 anys,0,1
2020,Horta-Guinardó,Horta,15-19 anys,41,52
2020,Nou Barris,Vilapicina i la Torre Llobeta,15-19 anys,19,47
2020,Nou Barris,Porta,15-19 anys,27,64
2020,Nou Barris,el Turó de la Peira,15-19 anys,14,43
2020,Nou Barris,Can Peguera,15-19 anys,1,3
2020,Nou Barris,la Guineueta,15-19 anys,21,17
2020,Nou Barris,Canyelles,15-19 anys,6,6
2020,Nou Barris,les Roquetes,15-19 anys,24,48
2020,Nou Barris,Verdun,15-19 anys,17,31
2020,Nou Barris,la Prosperitat,15-19 anys,24,50
2020,Nou Barris,la Trinitat Nova,15-19 anys,14,28
2020,Nou Barris,Torre Baró,15-19 anys,2,5
2020,Nou Barris,Ciutat Meridiana,15-19 anys,21,32
2020,Nou Barris,Vallbona,15-19 anys,3,1
2020,Sant Andreu,la Trinitat Vella,15-19 anys,13,31
2020,Sant Andreu,Baró de Viver,15-19 anys,1,3
2020,Sant Andreu,el Bon Pastor,15-19 anys,37,42
2020,Sant Andreu,Sant Andreu,15-19 anys,71,70
2020,Sant Andreu,la Sagrera,15-19 anys,38,58
2020,Sant Andreu,el Congrés i els Indians,15-19 anys,6,17
2020,Sant Andreu,Navas,15-19 anys,23,33
2020,Sant Martí,el Camp de l'Arpa del Clot,15-19 anys,30,77
2020,Sant Martí,el Clot,15-19 anys,28,37
2020,Sant Martí,el Parc i la Llacuna del Poblenou,15-19 anys,13,38
2020,Sant Martí,la Vila Olímpica del Poblenou,15-19 anys,14,10
2020,Sant Martí,el Poblenou,15-19 anys,38,39
2020,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,15-19 anys,15,8
2020,Sant Martí,el Besòs i el Maresme,15-19 anys,44,103
2020,Sant Martí,Provençals del Poblenou,15-19 anys,12,30
2020,Sant Martí,Sant Martí de Provençals,15-19 anys,27,40
2020,Sant Martí,la Verneda i la Pau,15-19 anys,28,42
2020,Ciutat Vella,el Raval,20-24 anys,166,673
2020,Ciutat Vella,el Barri Gòtic,20-24 anys,90,517
2020,Ciutat Vella,la Barceloneta,20-24 anys,51,204
2020,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",20-24 anys,76,322
2020,Eixample,el Fort Pienc,20-24 anys,86,280
2020,Eixample,la Sagrada Família,20-24 anys,130,412
2020,Eixample,la Dreta de l'Eixample,20-24 anys,98,423
2020,Eixample,l'Antiga Esquerra de l'Eixample,20-24 anys,86,351
2020,Eixample,la Nova Esquerra de l'Eixample,20-24 anys,113,347
2020,Eixample,Sant Antoni,20-24 anys,80,272
2020,Sants-Montjuïc,el Poble-sec,20-24 anys,111,297
2020,Sants-Montjuïc,la Marina del Prat Vermell,20-24 anys,3,4
2020,Sants-Montjuïc,la Marina de Port,20-24 anys,94,152
2020,Sants-Montjuïc,la Font de la Guatlla,20-24 anys,24,57
2020,Sants-Montjuïc,Hostafrancs,20-24 anys,48,122
2020,Sants-Montjuïc,la Bordeta,20-24 anys,41,83
2020,Sants-Montjuïc,Sants - Badal,20-24 anys,85,159
2020,Sants-Montjuïc,Sants,20-24 anys,117,314
2020,Les Corts,les Corts,20-24 anys,80,161
2020,Les Corts,la Maternitat i Sant Ramon,20-24 anys,50,103
2020,Les Corts,Pedralbes,20-24 anys,27,45
2020,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",20-24 anys,12,4
2020,Sarrià-Sant Gervasi,Sarrià,20-24 anys,59,72
2020,Sarrià-Sant Gervasi,les Tres Torres,20-24 anys,41,40
2020,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,20-24 anys,52,100
2020,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,20-24 anys,92,150
2020,Sarrià-Sant Gervasi,el Putxet i el Farró,20-24 anys,71,113
2020,Gràcia,Vallcarca i els Penitents,20-24 anys,22,71
2020,Gràcia,el Coll,20-24 anys,20,38
2020,Gràcia,la Salut,20-24 anys,19,54
2020,Gràcia,la Vila de Gràcia,20-24 anys,69,309
2020,Gràcia,el Camp d'en Grassot i Gràcia Nova,20-24 anys,39,143
2020,Horta-Guinardó,el Baix Guinardó,20-24 anys,45,112
2020,Horta-Guinardó,Can Baró,20-24 anys,15,34
2020,Horta-Guinardó,el Guinardó,20-24 anys,71,146
2020,Horta-Guinardó,la Font d'en Fargues,20-24 anys,15,28
2020,Horta-Guinardó,el Carmel,20-24 anys,87,157
2020,Horta-Guinardó,la Teixonera,20-24 anys,24,69
2020,Horta-Guinardó,Sant Genís dels Agudells,20-24 anys,14,30
2020,Horta-Guinardó,Montbau,20-24 anys,11,17
2020,Horta-Guinardó,la Vall d'Hebron,20-24 anys,8,14
2020,Horta-Guinardó,la Clota,20-24 anys,1,2
2020,Horta-Guinardó,Horta,20-24 anys,86,161
2020,Nou Barris,Vilapicina i la Torre Llobeta,20-24 anys,66,95
2020,Nou Barris,Porta,20-24 anys,84,183
2020,Nou Barris,el Turó de la Peira,20-24 anys,42,71
2020,Nou Barris,Can Peguera,20-24 anys,3,5
2020,Nou Barris,la Guineueta,20-24 anys,29,26
2020,Nou Barris,Canyelles,20-24 anys,11,4
2020,Nou Barris,les Roquetes,20-24 anys,51,107
2020,Nou Barris,Verdun,20-24 anys,33,67
2020,Nou Barris,la Prosperitat,20-24 anys,58,96
2020,Nou Barris,la Trinitat Nova,20-24 anys,28,41
2020,Nou Barris,Torre Baró,20-24 anys,7,6
2020,Nou Barris,Ciutat Meridiana,20-24 anys,38,72
2020,Nou Barris,Vallbona,20-24 anys,3,12
2020,Sant Andreu,la Trinitat Vella,20-24 anys,35,58
2020,Sant Andreu,Baró de Viver,20-24 anys,4,8
2020,Sant Andreu,el Bon Pastor,20-24 anys,63,96
2020,Sant Andreu,Sant Andreu,20-24 anys,80,166
2020,Sant Andreu,la Sagrera,20-24 anys,67,122
2020,Sant Andreu,el Congrés i els Indians,20-24 anys,33,60
2020,Sant Andreu,Navas,20-24 anys,58,65
2020,Sant Martí,el Camp de l'Arpa del Clot,20-24 anys,99,219
2020,Sant Martí,el Clot,20-24 anys,60,116
2020,Sant Martí,el Parc i la Llacuna del Poblenou,20-24 anys,36,107
2020,Sant Martí,la Vila Olímpica del Poblenou,20-24 anys,13,35
2020,Sant Martí,el Poblenou,20-24 anys,56,112
2020,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,20-24 anys,15,31
2020,Sant Martí,el Besòs i el Maresme,20-24 anys,93,227
2020,Sant Martí,Provençals del Poblenou,20-24 anys,39,58
2020,Sant Martí,Sant Martí de Provençals,20-24 anys,49,116
2020,Sant Martí,la Verneda i la Pau,20-24 anys,53,106
2020,Ciutat Vella,el Raval,25-29 anys,324,987
2020,Ciutat Vella,el Barri Gòtic,25-29 anys,192,728
2020,Ciutat Vella,la Barceloneta,25-29 anys,114,352
2020,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",25-29 anys,145,536
2020,Eixample,el Fort Pienc,25-29 anys,179,460
2020,Eixample,la Sagrada Família,25-29 anys,262,722
2020,Eixample,la Dreta de l'Eixample,25-29 anys,195,686
2020,Eixample,l'Antiga Esquerra de l'Eixample,25-29 anys,267,764
2020,Eixample,la Nova Esquerra de l'Eixample,25-29 anys,302,727
2020,Eixample,Sant Antoni,25-29 anys,166,436
2020,Sants-Montjuïc,el Poble-sec,25-29 anys,212,563
2020,Sants-Montjuïc,la Marina del Prat Vermell,25-29 anys,8,6
2020,Sants-Montjuïc,la Marina de Port,25-29 anys,115,151
2020,Sants-Montjuïc,la Font de la Guatlla,25-29 anys,58,114
2020,Sants-Montjuïc,Hostafrancs,25-29 anys,102,216
2020,Sants-Montjuïc,la Bordeta,25-29 anys,98,157
2020,Sants-Montjuïc,Sants - Badal,25-29 anys,150,267
2020,Sants-Montjuïc,Sants,25-29 anys,286,559
2020,Les Corts,les Corts,25-29 anys,181,311
2020,Les Corts,la Maternitat i Sant Ramon,25-29 anys,119,198
2020,Les Corts,Pedralbes,25-29 anys,29,54
2020,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",25-29 anys,14,19
2020,Sarrià-Sant Gervasi,Sarrià,25-29 anys,75,87
2020,Sarrià-Sant Gervasi,les Tres Torres,25-29 anys,36,31
2020,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25-29 anys,99,130
2020,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,25-29 anys,155,310
2020,Sarrià-Sant Gervasi,el Putxet i el Farró,25-29 anys,126,213
2020,Gràcia,Vallcarca i els Penitents,25-29 anys,72,122
2020,Gràcia,el Coll,25-29 anys,41,70
2020,Gràcia,la Salut,25-29 anys,49,94
2020,Gràcia,la Vila de Gràcia,25-29 anys,251,691
2020,Gràcia,el Camp d'en Grassot i Gràcia Nova,25-29 anys,146,346
2020,Horta-Guinardó,el Baix Guinardó,25-29 anys,90,212
2020,Horta-Guinardó,Can Baró,25-29 anys,43,66
2020,Horta-Guinardó,el Guinardó,25-29 anys,149,243
2020,Horta-Guinardó,la Font d'en Fargues,25-29 anys,27,31
2020,Horta-Guinardó,el Carmel,25-29 anys,148,211
2020,Horta-Guinardó,la Teixonera,25-29 anys,61,90
2020,Horta-Guinardó,Sant Genís dels Agudells,25-29 anys,22,38
2020,Horta-Guinardó,Montbau,25-29 anys,23,33
2020,Horta-Guinardó,la Vall d'Hebron,25-29 anys,9,22
2020,Horta-Guinardó,la Clota,25-29 anys,3,3
2020,Horta-Guinardó,Horta,25-29 anys,127,201
2020,Nou Barris,Vilapicina i la Torre Llobeta,25-29 anys,105,128
2020,Nou Barris,Porta,25-29 anys,137,266
2020,Nou Barris,el Turó de la Peira,25-29 anys,90,121
2020,Nou Barris,Can Peguera,25-29 anys,4,1
2020,Nou Barris,la Guineueta,25-29 anys,50,61
2020,Nou Barris,Canyelles,25-29 anys,20,14
2020,Nou Barris,les Roquetes,25-29 anys,74,116
2020,Nou Barris,Verdun,25-29 anys,62,95
2020,Nou Barris,la Prosperitat,25-29 anys,118,142
2020,Nou Barris,la Trinitat Nova,25-29 anys,40,43
2020,Nou Barris,Torre Baró,25-29 anys,10,15
2020,Nou Barris,Ciutat Meridiana,25-29 anys,53,87
2020,Nou Barris,Vallbona,25-29 anys,4,3
2020,Sant Andreu,la Trinitat Vella,25-29 anys,61,79
2020,Sant Andreu,Baró de Viver,25-29 anys,12,12
2020,Sant Andreu,el Bon Pastor,25-29 anys,68,121
2020,Sant Andreu,Sant Andreu,25-29 anys,177,243
2020,Sant Andreu,la Sagrera,25-29 anys,112,212
2020,Sant Andreu,el Congrés i els Indians,25-29 anys,61,92
2020,Sant Andreu,Navas,25-29 anys,67,151
2020,Sant Martí,el Camp de l'Arpa del Clot,25-29 anys,165,384
2020,Sant Martí,el Clot,25-29 anys,110,228
2020,Sant Martí,el Parc i la Llacuna del Poblenou,25-29 anys,48,151
2020,Sant Martí,la Vila Olímpica del Poblenou,25-29 anys,21,75
2020,Sant Martí,el Poblenou,25-29 anys,97,259
2020,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,25-29 anys,20,63
2020,Sant Martí,el Besòs i el Maresme,25-29 anys,150,300
2020,Sant Martí,Provençals del Poblenou,25-29 anys,82,165
2020,Sant Martí,Sant Martí de Provençals,25-29 anys,84,147
2020,Sant Martí,la Verneda i la Pau,25-29 anys,109,143
2020,Ciutat Vella,el Raval,30-34 anys,334,701
2020,Ciutat Vella,el Barri Gòtic,30-34 anys,176,492
2020,Ciutat Vella,la Barceloneta,30-34 anys,131,259
2020,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",30-34 anys,204,441
2020,Eixample,el Fort Pienc,30-34 anys,212,358
2020,Eixample,la Sagrada Família,30-34 anys,331,545
2020,Eixample,la Dreta de l'Eixample,30-34 anys,213,511
2020,Eixample,l'Antiga Esquerra de l'Eixample,30-34 anys,299,494
2020,Eixample,la Nova Esquerra de l'Eixample,30-34 anys,397,596
2020,Eixample,Sant Antoni,30-34 anys,210,372
2020,Sants-Montjuïc,el Poble-sec,30-34 anys,261,436
2020,Sants-Montjuïc,la Marina del Prat Vermell,30-34 anys,4,8
2020,Sants-Montjuïc,la Marina de Port,30-34 anys,156,133
2020,Sants-Montjuïc,la Font de la Guatlla,30-34 anys,89,75
2020,Sants-Montjuïc,Hostafrancs,30-34 anys,128,168
2020,Sants-Montjuïc,la Bordeta,30-34 anys,126,94
2020,Sants-Montjuïc,Sants - Badal,30-34 anys,195,216
2020,Sants-Montjuïc,Sants,30-34 anys,393,440
2020,Les Corts,les Corts,30-34 anys,260,255
2020,Les Corts,la Maternitat i Sant Ramon,30-34 anys,147,176
2020,Les Corts,Pedralbes,30-34 anys,56,50
2020,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",30-34 anys,16,12
2020,Sarrià-Sant Gervasi,Sarrià,30-34 anys,104,111
2020,Sarrià-Sant Gervasi,les Tres Torres,30-34 anys,55,43
2020,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,30-34 anys,92,106
2020,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,30-34 anys,176,258
2020,Sarrià-Sant Gervasi,el Putxet i el Farró,30-34 anys,178,163
2020,Gràcia,Vallcarca i els Penitents,30-34 anys,83,99
2020,Gràcia,el Coll,30-34 anys,43,61
2020,Gràcia,la Salut,30-34 anys,69,90
